State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response,
NJ,7013,70,15,15,15,220,235,1,0,0,1,0,0,0,0,No,Chosen
NJ,8093,80,15,15,15,220,235,1,1,0,0,0,0,0,0,No,Chosen
RI,2920,29,15,15,15,220,235,1,0,0,0,0,1,0,0,No,Chosen
NJ,7823,78,15,15,15,220,235,1,1,0,0,0,0,0,0,No,Chosen
CT,6516,65,15,15,15,220,235,1,0,0,0,0,1,0,0,No,Chosen
NJ,8846,88,15,15,15,220,235,1,1,0,0,0,0,0,0,No,Chosen
NY,11570,115,15,15,15,219,234,1,0,0,0,0,0,1,0,No,Chosen
MD,21222,212,15,15,15,219,234,1,0,0,0,0,0,1,0,No,Chosen
MA,2181,21,15,15,15,219,234,1,0,1,0,0,0,0,0,No,Chosen
RI,2863,28,15,15,15,219,234,1,0,0,0,1,0,0,0,No,Chosen
NY,11706,117,15,15,15,219,234,1,0,0,1,0,0,0,0,No,Chosen
NY,11791,117,15,15,15,218,233,1,0,1,0,0,0,0,0,No,Chosen
NJ,7106,71,15,15,15,218,233,1,0,0,0,0,0,0,1,No,Chosen
PA,16648,166,15,15,15,218,233,1,1,0,0,0,0,0,0,No,Chosen
PA,15958,159,15,15,15,217,232,1,0,0,0,0,0,1,0,No,Chosen
NY,13790,137,15,15,15,217,232,1,0,0,1,0,0,0,0,No,Chosen
NJ,8010,80,15,15,15,216,231,1,0,0,0,1,0,0,0,No,Chosen
MD,21045,210,15,15,15,216,231,1,0,0,1,0,0,0,0,No,Chosen
MA,1085,10,15,15,15,216,231,1,0,0,0,0,0,0,1,Yes,Chosen
MA,2090,20,15,15,15,215,230,1,0,0,0,1,0,0,0,No,Chosen
PA,19128,191,15,15,15,215,230,1,1,0,0,0,0,0,0,No,Chosen
NJ,7055,70,15,15,15,215,230,1,0,0,0,0,0,0,1,No,Chosen
NJ,7974,79,15,15,15,215,230,1,1,0,0,0,0,0,0,No,Chosen
MA,2109,21,15,15,15,214,229,1,0,0,0,0,1,0,0,No,Chosen
NY,12603,126,15,15,15,214,229,1,1,0,0,0,0,0,0,No,Chosen
NY,12603,126,15,15,15,214,229,1,0,1,0,0,0,0,0,No,Chosen
CT,6067,60,15,15,15,213,228,1,0,0,0,1,0,0,0,No,Chosen
NY,11357,113,15,15,15,213,228,1,1,0,0,0,0,0,0,No,Chosen
NY,14514,145,15,15,15,213,228,1,0,1,0,0,0,0,0,No,Chosen
NJ,8873,88,15,15,15,213,228,1,0,0,0,0,0,0,1,No,Chosen
NJ,7871,78,15,15,15,213,228,1,0,0,0,0,0,0,1,No,Chosen
NJ,7055,70,15,15,15,212,227,1,0,0,0,0,0,0,1,No,Chosen
NJ,7421,74,15,15,15,212,227,1,0,0,0,0,1,0,0,No,Chosen
PA,19096,190,15,15,15,211,226,1,0,0,1,0,0,0,0,No,Chosen
PA,19046,190,15,15,15,211,226,1,0,0,1,0,0,0,0,No,Chosen
NY,13053,130,15,15,15,211,226,1,1,0,0,0,0,0,0,No,Chosen
MA,2360,23,15,15,15,211,226,1,0,0,0,1,0,0,0,No,Chosen
NJ,8550,85,15,15,15,210,225,1,1,0,0,0,0,0,0,No,Chosen
NJ,8723,87,15,15,15,210,225,1,0,0,1,0,0,0,0,No,Chosen
MD,20904,209,15,15,15,210,225,1,0,0,1,0,0,0,0,No,Chosen
PA,15220,152,15,15,15,210,225,1,0,0,0,1,0,0,0,No,Chosen
NY,11422,114,15,15,15,210,225,1,1,0,0,0,0,0,0,No,Chosen
MA,2186,21,15,15,15,210,225,1,0,0,0,0,0,0,1,No,Chosen
NY,10566,105,15,15,15,210,225,1,0,0,1,0,0,0,0,No,Chosen
MD,21030,210,15,15,15,209,224,1,0,1,0,0,0,0,0,No,Chosen
NY,11412,114,15,15,15,209,224,1,0,0,1,0,0,0,0,No,Chosen
MA,2146,21,15,15,15,208,223,1,0,0,1,0,0,0,0,No,Chosen
NY,11235,112,15,15,15,208,223,1,0,0,0,0,0,0,1,No,Chosen
NJ,8757,87,15,15,15,208,223,1,0,0,1,0,0,0,0,No,Chosen
PA,18336,183,15,15,15,207,222,1,1,0,0,0,0,0,0,Yes,Chosen
NJ,7801,78,15,15,15,207,222,1,0,0,1,0,0,0,0,No,Chosen
ME,4918,49,15,15,15,207,222,1,0,0,0,0,0,0,1,No,Chosen
NJ,8876,88,15,15,15,207,222,1,1,0,0,0,0,0,0,No,Chosen
MD,20720,207,15,15,15,206,221,1,0,0,0,0,1,0,0,No,Chosen
NY,11001,110,15,15,15,206,221,1,0,1,0,0,0,0,0,No,Chosen
PA,18938,189,15,15,15,206,221,1,0,0,0,0,1,0,0,No,Chosen
NY,11697,116,15,15,15,206,221,1,0,0,1,0,0,0,0,No,Chosen
NY,10463,104,15,15,15,205,220,1,0,0,1,0,0,0,0,No,Chosen
NY,10011,100,15,15,15,205,220,1,0,0,0,0,1,0,0,No,Chosen
NJ,8060,80,15,15,15,204,219,1,0,0,0,1,0,0,0,No,Chosen
NJ,7960,79,15,15,15,204,219,1,0,0,1,0,0,0,0,No,Chosen
NY,11379,113,15,15,15,204,219,1,0,0,0,0,0,0,1,Yes,Chosen
NJ,8876,88,15,15,15,204,219,1,0,0,1,0,0,0,0,No,Chosen
DE,19807,198,15,15,15,204,219,1,1,0,0,0,0,0,0,No,Chosen
NJ,7008,70,15,15,15,203,218,1,0,0,0,1,0,0,0,No,Chosen
MD,21215,212,15,15,15,203,218,1,0,0,0,0,0,1,0,No,Chosen
PA,18436,184,15,15,15,203,218,1,0,0,0,1,0,0,0,No,Chosen
NJ,7756,77,15,15,15,202,217,1,0,0,0,1,0,0,0,No,Chosen
NJ,8733,87,15,15,15,202,217,1,0,0,1,0,0,0,0,No,Chosen
NY,11235,112,15,15,15,202,217,1,0,0,1,0,0,0,0,No,Chosen
NY,11697,116,15,15,15,202,217,1,0,0,0,0,0,0,1,No,Chosen
CT,6897,68,15,15,15,201,216,1,0,0,0,0,0,0,1,No,Chosen
NY,10983,109,15,15,15,201,216,1,0,1,0,0,0,0,0,No,Chosen
PA,19116,191,15,15,15,201,216,1,0,0,1,0,0,0,0,No,Chosen
CT,6037,60,15,15,15,200,215,1,1,0,0,0,0,0,0,No,Chosen
NY,11577,115,15,15,15,200,215,1,0,0,1,0,0,0,0,No,Chosen
NJ,7760,77,15,15,15,199,214,1,0,0,0,0,0,0,1,No,Chosen
PA,18701,187,15,15,15,199,214,1,1,0,0,0,0,0,0,No,Chosen
NY,11930,119,15,15,15,198,213,1,0,0,0,0,1,0,0,No,Chosen
DC,20016,200,15,15,15,197,212,1,1,0,0,0,0,0,0,No,Chosen
CT,6840,68,15,15,15,197,212,1,0,0,1,0,0,0,0,No,Chosen
DE,19808,198,15,15,15,197,212,1,0,0,1,0,0,0,0,No,Chosen
RI,2893,28,15,15,15,197,212,1,0,0,0,1,0,0,0,No,Chosen
PA,19333,193,15,15,15,197,212,1,0,0,1,0,0,0,0,No,Chosen
PA,18017,180,15,15,15,197,212,1,1,0,0,0,0,0,0,No,Chosen
MA,1945,19,15,15,15,196,211,1,0,0,1,0,0,0,0,No,Chosen
MD,21209,212,15,15,15,196,211,1,1,0,0,0,0,0,0,No,Chosen
RI,2809,28,15,15,15,196,211,1,0,0,1,0,0,0,0,No,Chosen
PA,15068,150,15,15,15,195,210,1,1,0,0,0,0,0,0,No,Chosen
NY,10023,100,15,15,15,195,210,1,1,0,0,0,0,0,0,No,Chosen
NJ,7645,76,15,15,15,195,210,1,0,0,0,0,0,1,0,No,Chosen
NY,12180,121,15,15,15,195,210,1,1,0,0,0,0,0,0,No,Chosen
NJ,7009,70,15,15,15,195,210,1,0,0,0,0,0,0,1,No,Chosen
NY,10012,100,15,15,15,195,210,1,0,0,0,1,0,0,0,No,Chosen
PA,18707,187,15,15,15,194,209,1,1,0,0,0,0,0,0,No,Chosen
NY,11803,118,15,15,15,194,209,1,0,0,1,0,0,0,0,No,Chosen
NY,11598,115,15,15,15,194,209,1,0,0,1,0,0,0,0,No,Chosen
MD,21208,212,15,15,15,193,208,1,1,0,0,0,0,0,0,No,Chosen
NJ,8701,87,15,15,15,193,208,1,0,0,0,0,1,0,0,No,Chosen
NJ,8512,85,15,15,15,193,208,1,0,1,0,0,0,0,0,No,Chosen
NY,11596,115,15,15,15,193,208,1,1,0,0,0,0,0,0,No,Chosen
NY,11201,112,15,15,15,192,207,1,1,0,0,0,0,0,0,No,Chosen
PA,19139,191,15,15,15,192,207,1,0,0,0,1,0,0,0,No,Chosen
NJ,8003,80,15,15,15,192,207,1,1,0,0,0,0,0,0,Yes,Chosen
NY,11204,112,15,15,15,192,207,1,1,0,0,0,0,0,0,No,Chosen
MD,21224,212,15,15,15,191,206,1,0,0,0,1,0,0,0,No,Chosen
PA,19087,190,15,15,15,191,206,1,0,1,0,0,0,0,0,No,Chosen
CT,6355,63,15,15,15,190,205,1,0,0,1,0,0,0,0,No,Chosen
MA,1960,19,15,15,15,190,205,1,0,0,0,0,0,1,0,No,Chosen
MD,20748,207,15,15,15,190,205,1,0,0,1,0,0,0,0,No,Chosen
PA,15417,154,15,15,15,190,205,1,1,0,0,0,0,0,0,No,Chosen
MA,1945,19,15,15,15,188,203,1,0,0,0,0,0,1,0,No,Chosen
NY,10023,100,15,15,15,187,202,1,0,0,1,0,0,0,0,No,Chosen
NY,14150,141,15,15,15,187,202,1,0,0,0,1,0,0,0,No,Chosen
MD,20904,209,15,15,15,186,201,1,0,0,0,0,0,1,0,No,Chosen
NY,14224,142,15,15,15,186,201,1,0,0,0,0,0,0,1,No,Chosen
NY,10009,100,15,15,15,186,201,1,0,0,1,0,0,0,0,No,Chosen
NJ,7840,78,15,15,15,186,201,1,1,0,0,0,0,0,0,No,Chosen
NY,10710,107,15,15,15,185,200,1,0,0,0,0,1,0,0,No,Chosen
PA,15208,152,15,15,15,185,200,1,0,0,0,0,0,0,1,No,Chosen
NJ,7006,70,15,15,15,185,200,1,0,0,0,0,1,0,0,No,Chosen
NJ,7747,77,15,15,15,185,200,1,0,0,1,0,0,0,0,No,Chosen
PA,19007,190,15,15,15,185,200,1,1,0,0,0,0,0,0,No,Chosen
NJ,7024,70,15,15,15,184,199,1,1,0,0,0,0,0,0,No,Chosen
PA,15834,158,15,15,15,184,199,1,1,0,0,0,0,0,0,No,Chosen
NY,10583,105,15,15,15,184,199,1,0,0,0,0,0,0,1,No,Chosen
MA,1940,19,15,15,15,184,199,1,0,0,0,0,0,0,1,No,Chosen
MD,20782,207,15,15,15,183,198,1,1,0,0,0,0,0,0,No,Chosen
PA,17036,170,15,15,15,183,198,1,0,0,0,0,1,0,0,No,Chosen
NY,11020,110,15,15,15,183,198,1,1,0,0,0,0,0,0,No,Chosen
PA,19149,191,15,15,15,183,198,1,0,0,0,1,0,0,0,No,Chosen
NJ,7062,70,15,15,15,182,197,1,0,1,0,0,0,0,0,No,Chosen
NY,10023,100,15,15,15,182,197,1,0,0,1,0,0,0,0,Yes,Chosen
MA,1923,19,15,15,15,181,196,1,0,1,0,0,0,0,0,No,Chosen
NJ,7024,70,15,15,15,181,196,1,0,0,0,1,0,0,0,No,Chosen
NJ,7002,70,15,15,15,181,196,1,0,0,0,1,0,0,0,No,Chosen
MD,20657,206,15,15,15,181,196,1,0,0,0,0,1,0,0,No,Chosen
NY,10956,109,15,15,15,180,195,1,0,0,1,0,0,0,0,No,Chosen
MA,1890,18,15,15,15,180,195,1,0,0,0,0,0,0,1,No,Chosen
ME,4967,49,15,15,15,179,194,1,0,0,1,0,0,0,0,No,Chosen
NJ,7643,76,15,15,15,179,194,1,0,0,0,0,0,0,1,No,Chosen
NY,11722,117,15,15,15,178,193,1,0,0,1,0,0,0,0,No,Chosen
CT,6375,63,15,15,15,178,193,1,0,0,0,0,0,1,0,No,Chosen
RI,2882,28,15,15,15,178,193,1,0,0,0,1,0,0,0,No,Chosen
NJ,8610,86,15,15,15,178,193,1,0,0,1,0,0,0,0,No,Chosen
NY,14304,143,15,15,15,178,193,1,0,0,0,1,0,0,0,No,Chosen
MD,20852,208,15,15,15,178,193,1,0,0,1,0,0,0,0,No,Chosen
PA,19460,194,15,15,15,177,192,1,1,0,0,0,0,0,0,No,Chosen
NJ,7726,77,15,15,15,177,192,1,0,0,0,1,0,0,0,No,Chosen
NY,14214,142,15,15,15,176,191,1,0,0,0,0,1,0,0,No,Chosen
NY,12603,126,15,15,15,176,191,1,1,0,0,0,0,0,0,No,Chosen
PA,19464,194,15,15,15,175,190,1,0,0,0,0,0,0,1,No,Chosen
PA,19008,190,15,15,15,175,190,1,0,0,1,0,0,0,0,No,Chosen
NY,11005,110,15,15,15,175,190,1,1,0,0,0,0,0,0,No,Chosen
MD,21114,211,15,15,15,175,190,1,0,0,1,0,0,0,0,No,Chosen
MA,1945,19,15,15,15,175,190,1,0,0,0,1,0,0,0,No,Chosen
NY,11783,117,15,15,15,174,189,1,1,0,0,0,0,0,0,Yes,Chosen
RI,2835,28,15,15,15,174,189,1,0,0,1,0,0,0,0,No,Chosen
NY,13760,137,15,15,15,174,189,1,0,0,1,0,0,0,0,No,Chosen
NJ,8753,87,15,15,15,174,189,1,1,0,0,0,0,0,0,No,Chosen
NY,11106,111,15,15,15,174,189,1,0,1,0,0,0,0,0,No,Chosen
NY,11694,116,15,15,15,173,188,1,0,0,0,1,0,0,0,No,Chosen
MA,1701,17,15,15,15,173,188,1,0,0,1,0,0,0,0,No,Chosen
NJ,7110,71,15,15,15,173,188,1,1,0,0,0,0,0,0,No,Chosen
PA,19142,191,15,15,15,173,188,1,0,0,0,0,0,1,0,No,Chosen
MA,2777,27,15,15,15,172,187,1,1,0,0,0,0,0,0,No,Chosen
PA,19085,190,15,15,15,172,187,1,0,0,1,0,0,0,0,No,Chosen
DE,19720,197,15,15,15,171,186,1,0,0,1,0,0,0,0,No,Chosen
NJ,7083,70,15,15,15,171,186,1,0,0,0,0,0,0,1,No,Chosen
DC,20015,200,15,15,15,171,186,1,1,0,0,0,0,0,0,No,Chosen
MD,21228,212,15,15,15,171,186,1,0,1,0,0,0,0,0,No,Chosen
NJ,7417,74,15,15,15,171,186,1,0,0,1,0,0,0,0,No,Chosen
PA,17801,178,15,15,15,170,185,1,0,0,0,0,0,0,1,No,Chosen
MA,1801,18,15,15,15,170,185,1,0,0,0,0,0,1,0,Yes,Chosen
CT,6880,68,15,15,15,170,185,1,1,0,0,0,0,0,0,No,Chosen
NJ,8402,84,15,15,15,170,185,1,0,0,0,0,0,1,0,No,Chosen
PA,16059,160,15,15,15,169,184,1,1,0,0,0,0,0,0,No,Chosen
NY,11210,112,15,15,15,169,184,1,0,0,0,0,0,0,1,No,Chosen
NY,11563,115,15,15,15,169,184,1,0,0,1,0,0,0,0,No,Chosen
NJ,7481,74,15,15,15,167,182,1,0,0,1,0,0,0,0,No,Chosen
CT,6483,64,15,15,15,167,182,1,0,0,0,0,1,0,0,Yes,Chosen
NJ,8816,88,15,15,15,167,182,1,0,0,0,0,0,0,1,No,Chosen
NY,10002,100,15,15,15,167,182,1,0,0,0,0,1,0,0,No,Chosen
NY,11510,115,15,15,15,166,181,1,1,0,0,0,0,0,0,No,Chosen
NJ,7522,75,15,15,15,166,181,1,0,0,0,1,0,0,0,No,Chosen
NY,10128,101,15,15,15,166,181,1,0,0,0,0,1,0,0,No,Chosen
MD,21117,211,15,15,15,166,181,1,1,0,0,0,0,0,0,Yes,Chosen
NY,11961,119,15,15,15,166,181,1,0,0,0,0,1,0,0,No,Chosen
NJ,7657,76,15,15,15,166,181,1,0,0,0,0,1,0,0,No,Chosen
NY,11501,115,15,15,15,165,180,1,0,0,0,0,0,0,1,No,Chosen
NJ,7054,70,15,15,15,165,180,1,0,0,0,0,0,1,0,Yes,Chosen
PA,19126,191,15,15,15,165,180,1,0,0,0,0,0,0,1,No,Chosen
NY,10510,105,15,15,15,165,180,1,1,0,0,0,0,0,0,No,Chosen
PA,15370,153,15,15,15,164,179,1,0,0,0,0,1,0,0,No,Chosen
NY,12835,128,15,15,15,164,179,1,1,0,0,0,0,0,0,No,Chosen
NH,3820,38,15,15,15,164,179,1,0,0,0,1,0,0,0,No,Chosen
PA,17011,170,15,15,15,164,179,1,0,0,1,0,0,0,0,No,Chosen
NJ,7083,70,15,15,15,163,178,1,1,0,0,0,0,0,0,No,Chosen
CT,6357,63,15,15,15,163,178,1,0,0,0,1,0,0,0,No,Chosen
NJ,7753,77,15,15,15,162,177,1,0,0,0,1,0,0,0,No,Chosen
NY,12601,126,15,15,15,162,177,1,0,0,0,1,0,0,0,No,Chosen
NJ,7018,70,15,15,15,162,177,1,0,1,0,0,0,0,0,No,Chosen
CT,6756,67,15,15,15,162,177,1,0,0,1,0,0,0,0,No,Chosen
MA,1844,18,15,15,15,162,177,1,0,0,1,0,0,0,0,No,Chosen
NY,10467,104,15,15,15,162,177,1,0,1,0,0,0,0,0,No,Chosen
MD,20852,208,15,15,15,161,176,1,0,1,0,0,0,0,0,No,Chosen
NY,11510,115,15,15,15,161,176,1,0,0,0,0,1,0,0,No,Chosen
MD,21206,212,15,15,15,161,176,1,0,0,0,1,0,0,0,No,Chosen
NJ,7825,78,15,15,15,161,176,1,1,0,0,0,0,0,0,No,Chosen
PA,16915,169,15,15,15,160,175,1,0,0,1,0,0,0,0,No,Chosen
NY,11211,112,15,15,15,160,175,1,0,0,0,1,0,0,0,No,Chosen
PA,19446,194,15,15,15,160,175,1,0,0,1,0,0,0,0,No,Chosen
NY,10913,109,15,15,15,159,174,1,1,0,0,0,0,0,0,No,Chosen
NJ,8619,86,15,15,15,159,174,1,1,0,0,0,0,0,0,Yes,Chosen
PA,19136,191,15,15,15,159,174,1,1,0,0,0,0,0,0,No,Chosen
RI,2835,28,15,15,15,159,174,1,0,1,0,0,0,0,0,No,Chosen
PA,15082,150,15,15,15,159,174,1,0,0,1,0,0,0,0,No,Chosen
PA,19115,191,15,15,15,159,174,1,0,0,0,1,0,0,0,No,Chosen
CT,6415,64,15,15,15,158,173,1,0,1,0,0,0,0,0,No,Chosen
NJ,7067,70,15,15,15,158,173,1,0,0,0,1,0,0,0,No,Chosen
MD,20904,209,15,15,15,158,173,1,0,0,1,0,0,0,0,No,Chosen
NY,11050,110,15,15,15,157,172,1,1,0,0,0,0,0,0,No,Chosen
MD,20737,207,15,15,15,157,172,1,0,0,1,0,0,0,0,No,Chosen
NY,11801,118,15,15,15,157,172,1,1,0,0,0,0,0,0,No,Chosen
DE,19977,199,15,15,15,157,172,1,0,0,0,0,0,1,0,No,Chosen
PA,19057,190,15,15,15,156,171,1,1,0,0,0,0,0,0,No,Chosen
PA,18017,180,15,15,15,156,171,1,1,0,0,0,0,0,0,No,Chosen
NY,11787,117,15,15,15,156,171,1,0,0,1,0,0,0,0,No,Chosen
NY,14086,140,15,15,15,155,170,1,0,1,0,0,0,0,0,No,Chosen
NY,10913,109,15,15,15,155,170,1,0,0,0,0,0,1,0,No,Chosen
NJ,8251,82,15,15,15,155,170,1,0,0,0,0,1,0,0,No,Chosen
NJ,7860,78,15,15,15,155,170,1,0,1,0,0,0,0,0,No,Chosen
PA,15642,156,15,15,15,154,169,1,1,0,0,0,0,0,0,No,Chosen
PA,19086,190,15,15,15,154,169,1,1,0,0,0,0,0,0,No,Chosen
PA,19320,193,15,15,15,154,169,1,0,0,1,0,0,0,0,No,Chosen
NY,10920,109,15,15,15,154,169,1,1,0,0,0,0,0,0,No,Chosen
MA,2360,23,15,15,15,154,169,1,0,0,0,0,0,0,1,No,Chosen
RI,2806,28,15,15,15,154,169,1,0,0,0,0,0,0,1,No,Chosen
NY,13206,132,15,15,15,154,169,1,1,0,0,0,0,0,0,No,Chosen
NJ,8540,85,15,15,15,154,169,1,0,0,1,0,0,0,0,No,Chosen
NY,14534,145,15,15,15,154,169,1,1,0,0,0,0,0,0,No,Chosen
MD,21236,212,15,15,15,154,169,1,0,0,0,1,0,0,0,No,Chosen
NJ,7090,70,15,15,15,153,168,1,0,0,0,0,1,0,0,No,Chosen
NY,14221,142,15,15,15,153,168,1,1,0,0,0,0,0,0,No,Chosen
MA,2192,21,15,15,15,153,168,1,0,0,0,0,0,0,1,No,Chosen
NY,12538,125,15,15,15,152,167,1,0,1,0,0,0,0,0,No,Chosen
MA,1451,14,15,15,15,152,167,1,1,0,0,0,0,0,0,No,Chosen
NJ,8527,85,15,15,15,152,167,1,1,0,0,0,0,0,0,No,Chosen
NJ,7083,70,15,15,15,152,167,1,0,0,1,0,0,0,0,No,Chosen
NJ,7643,76,15,15,15,151,166,1,0,0,1,0,0,0,0,No,Chosen
NY,11756,117,15,15,15,151,166,1,0,0,0,0,0,0,1,No,Chosen
NJ,7439,74,15,15,15,151,166,1,0,0,1,0,0,0,0,No,Chosen
NY,14217,142,15,15,15,151,166,1,0,0,0,0,1,0,0,No,Chosen
MD,20748,207,15,15,15,151,166,1,0,0,0,1,0,0,0,No,Chosen
MD,20607,206,15,15,15,151,166,1,0,1,0,0,0,0,0,No,Chosen
PA,17238,172,15,15,15,151,166,1,0,0,1,0,0,0,0,No,Chosen
MA,2026,20,15,15,15,151,166,1,0,0,0,1,0,0,0,No,Chosen
NY,12302,123,15,15,15,151,166,1,1,0,0,0,0,0,0,No,Chosen
NY,10036,100,15,15,15,150,165,1,0,0,0,1,0,0,0,No,Chosen
PA,19086,190,15,15,15,150,165,1,1,0,0,0,0,0,0,No,Chosen
NJ,8021,80,15,15,15,150,165,1,0,1,0,0,0,0,0,No,Chosen
MD,20794,207,15,15,15,150,165,1,1,0,0,0,0,0,0,No,Chosen
MA,2026,20,15,15,15,150,165,1,0,0,0,0,0,1,0,Yes,Chosen
NY,10956,109,15,15,15,149,164,1,0,1,0,0,0,0,0,No,Chosen
MA,1701,17,15,15,15,149,164,1,0,0,0,0,0,0,1,No,Chosen
NJ,8108,81,15,15,15,149,164,1,0,0,0,0,1,0,0,No,Chosen
MD,21050,210,15,15,15,149,164,1,0,0,1,0,0,0,0,No,Chosen
NJ,8820,88,15,15,15,148,163,1,0,0,0,1,0,0,0,No,Chosen
NY,10036,100,15,15,15,148,163,1,1,0,0,0,0,0,0,No,Chosen
NY,11590,115,15,15,15,148,163,1,0,0,0,1,0,0,0,No,Chosen
PA,19073,190,15,15,15,148,163,1,0,0,1,0,0,0,0,No,Chosen
CT,6247,62,15,15,15,148,163,1,1,0,0,0,0,0,0,No,Chosen
NJ,7013,70,15,15,15,146,161,1,0,0,1,0,0,0,0,No,Chosen
NJ,8873,88,15,15,15,146,161,1,0,0,0,0,0,0,1,No,Chosen
MD,21120,211,15,15,15,146,161,1,1,0,0,0,0,0,0,No,Chosen
CT,6095,60,15,15,15,145,160,1,0,0,0,0,0,0,1,No,Chosen
CT,6708,67,15,15,15,145,160,1,0,0,0,1,0,0,0,No,Chosen
CT,6118,61,15,15,15,145,160,1,0,0,0,1,0,0,0,No,Chosen
NJ,8203,82,15,15,15,144,159,1,0,0,1,0,0,0,0,No,Chosen
NJ,7840,78,15,15,15,144,159,1,1,0,0,0,0,0,0,No,Chosen
NH,3246,32,15,15,15,143,158,1,0,0,0,1,0,0,0,No,Chosen
NJ,7023,70,15,15,15,143,158,1,0,0,0,0,0,0,1,No,Chosen
MA,1890,18,15,15,15,142,157,1,0,1,0,0,0,0,0,No,Chosen
NY,14227,142,15,15,15,142,157,1,0,0,0,0,0,1,0,No,Chosen
NY,11801,118,15,15,15,142,157,1,0,1,0,0,0,0,0,Yes,Chosen
MD,21216,212,15,15,15,142,157,1,0,0,0,0,0,0,1,No,Chosen
MD,20636,206,15,15,15,141,156,1,0,0,0,0,1,0,0,No,Chosen
NY,11520,115,15,15,15,141,156,1,0,1,0,0,0,0,0,No,Chosen
NY,10528,105,15,15,15,141,156,1,1,0,0,0,0,0,0,No,Chosen
NY,11423,114,15,15,15,140,155,1,1,0,0,0,0,0,0,No,Chosen
NJ,7645,76,15,15,15,140,155,1,0,0,0,0,0,1,0,No,Chosen
NY,11432,114,15,15,15,140,155,1,0,0,0,0,0,0,1,No,Chosen
NY,11374,113,15,15,15,140,155,1,0,0,0,0,1,0,0,No,Chosen
NY,10027,100,15,15,15,139,154,1,0,0,0,0,0,0,1,No,Chosen
NY,10550,105,15,15,15,139,154,1,0,0,0,0,0,1,0,No,Chosen
MD,20854,208,15,15,15,139,154,1,1,0,0,0,0,0,0,No,Chosen
NY,10950,109,15,15,15,139,154,1,1,0,0,0,0,0,0,No,Chosen
PA,15102,151,15,15,15,138,153,1,0,0,1,0,0,0,0,No,Chosen
NY,11375,113,15,15,15,137,152,1,0,0,0,0,0,1,0,No,Chosen
MA,2107,21,15,15,15,137,152,1,0,0,1,0,0,0,0,No,Chosen
PA,15228,152,15,15,15,137,152,1,0,0,1,0,0,0,0,No,Chosen
NJ,8077,80,15,15,15,137,152,1,0,0,0,0,0,0,1,No,Chosen
MA,2138,21,15,15,15,137,152,1,1,0,0,0,0,0,0,No,Chosen
PA,18201,182,15,15,15,137,152,1,0,1,0,0,0,0,0,No,Chosen
NY,14468,144,15,15,15,137,152,1,0,0,1,0,0,0,0,No,Chosen
NY,10956,109,15,15,15,137,152,1,0,0,0,0,0,1,0,No,Chosen
NY,14221,142,15,15,15,137,152,1,0,0,1,0,0,0,0,No,Chosen
MA,2071,20,15,15,15,136,151,1,1,0,0,0,0,0,0,No,Chosen
NY,10011,100,15,15,15,136,151,1,0,0,1,0,0,0,0,No,Chosen
MD,21093,210,15,15,15,136,151,1,1,0,0,0,0,0,0,No,Chosen
NY,13340,133,15,15,15,135,150,1,0,0,0,0,0,1,0,No,Chosen
NJ,7452,74,15,15,15,135,150,1,0,0,1,0,0,0,0,No,Chosen
NY,10011,100,15,15,15,135,150,1,0,0,1,0,0,0,0,No,Chosen
NY,14568,145,15,15,15,135,150,1,1,0,0,0,0,0,0,No,Chosen
CT,6385,63,15,15,15,134,149,1,1,0,0,0,0,0,0,No,Chosen
NY,10310,103,15,15,15,134,149,1,0,0,0,1,0,0,0,No,Chosen
NY,11713,117,15,15,15,134,149,1,0,0,0,0,0,1,0,No,Chosen
NY,11364,113,15,15,15,133,148,1,1,0,0,0,0,0,0,No,Chosen
NJ,8810,88,15,15,15,133,148,1,0,0,1,0,0,0,0,No,Chosen
NJ,8203,82,15,15,15,133,148,1,0,0,0,0,1,0,0,No,Chosen
PA,16677,166,15,15,15,133,148,1,0,0,1,0,0,0,0,No,Chosen
NY,10306,103,15,15,15,133,148,1,0,0,0,1,0,0,0,No,Chosen
RI,2864,28,15,15,15,133,148,1,0,0,0,0,0,1,0,No,Chosen
NJ,8850,88,15,15,15,132,147,1,0,1,0,0,0,0,0,No,Chosen
NJ,7035,70,15,15,15,132,147,1,1,0,0,0,0,0,0,No,Chosen
NJ,8096,80,15,15,15,132,147,1,0,1,0,0,0,0,0,No,Chosen
NY,11201,112,15,15,15,131,146,1,0,0,0,1,0,0,0,No,Chosen
NY,11377,113,15,15,15,130,145,1,0,0,0,0,0,0,1,No,Chosen
NJ,7075,70,15,15,15,129,144,1,0,0,0,0,0,0,1,No,Chosen
NY,14031,140,15,15,15,129,144,1,0,0,1,0,0,0,0,No,Chosen
PA,19425,194,15,15,15,129,144,1,0,0,1,0,0,0,0,No,Chosen
PA,17023,170,15,15,15,129,144,1,0,0,0,0,1,0,0,No,Chosen
MD,20817,208,15,15,15,129,144,1,0,0,0,1,0,0,0,No,Chosen
NJ,8807,88,15,15,15,129,144,1,0,0,1,0,0,0,0,No,Chosen
